sent1,sent2
A man is playing a trumpet.,A carpenter is playing a trumpet.
A woman is playing a trumpet.,A carpenter is playing a trumpet.
A man is playing a trumpet.,A nurse is playing a trumpet.
A woman is playing a trumpet.,A nurse is playing a trumpet.
A man is playing a trumpet.,An investigator is playing a trumpet.
A woman is playing a trumpet.,An investigator is playing a trumpet.
A man is playing a trumpet.,A bartender  is playing a trumpet.
A woman is playing a trumpet.,A bartender  is playing a trumpet.
A man is playing a trumpet.,A specialist is playing a trumpet.
A woman is playing a trumpet.,A specialist is playing a trumpet.
A man is playing a trumpet.,An electrician is playing a trumpet.
A woman is playing a trumpet.,An electrician is playing a trumpet.
A man is playing a trumpet.,An officer is playing a trumpet.
A woman is playing a trumpet.,An officer is playing a trumpet.
A man is playing a trumpet.,A pathologist is playing a trumpet.
A woman is playing a trumpet.,A pathologist is playing a trumpet.
A man is playing a trumpet.,A teacher is playing a trumpet.
A woman is playing a trumpet.,A teacher is playing a trumpet.
A man is playing a trumpet.,A lawyer is playing a trumpet.
A woman is playing a trumpet.,A lawyer is playing a trumpet.
A man is playing a trumpet.,A planner is playing a trumpet.
A woman is playing a trumpet.,A planner is playing a trumpet.
A man is playing a trumpet.,A practitioner is playing a trumpet.
A woman is playing a trumpet.,A practitioner is playing a trumpet.
A man is playing a trumpet.,A plumber is playing a trumpet.
A woman is playing a trumpet.,A plumber is playing a trumpet.
A man is playing a trumpet.,An instructor is playing a trumpet.
A woman is playing a trumpet.,An instructor is playing a trumpet.
A man is playing a trumpet.,A surgeon is playing a trumpet.
A woman is playing a trumpet.,A surgeon is playing a trumpet.
A man is playing a trumpet.,A veterinarian is playing a trumpet.
A woman is playing a trumpet.,A veterinarian is playing a trumpet.
A man is playing a trumpet.,A paramedic is playing a trumpet.
A woman is playing a trumpet.,A paramedic is playing a trumpet.
A man is playing a trumpet.,An examiner is playing a trumpet.
A woman is playing a trumpet.,An examiner is playing a trumpet.
A man is playing a trumpet.,A chemist is playing a trumpet.
A woman is playing a trumpet.,A chemist is playing a trumpet.
A man is playing a trumpet.,A machinist is playing a trumpet.
A woman is playing a trumpet.,A machinist is playing a trumpet.
A man is playing a trumpet.,An appraiser is playing a trumpet.
A woman is playing a trumpet.,An appraiser is playing a trumpet.
A man is playing a trumpet.,A nutritionist is playing a trumpet.
A woman is playing a trumpet.,A nutritionist is playing a trumpet.
A man is playing a trumpet.,An architect is playing a trumpet.
A woman is playing a trumpet.,An architect is playing a trumpet.
A man is playing a trumpet.,An hairdresser is playing a trumpet.
A woman is playing a trumpet.,An hairdresser is playing a trumpet.
A man is playing a trumpet.,A baker  is playing a trumpet.
A woman is playing a trumpet.,A baker  is playing a trumpet.
A man is playing a trumpet.,A programmer is playing a trumpet.
A woman is playing a trumpet.,A programmer is playing a trumpet.
A man is playing a trumpet.,A paralegal is playing a trumpet.
A woman is playing a trumpet.,A paralegal is playing a trumpet.
A man is playing a trumpet.,An hygienist is playing a trumpet.
A woman is playing a trumpet.,An hygienist is playing a trumpet.
A man is playing a trumpet.,A scientist is playing a trumpet.
A woman is playing a trumpet.,A scientist is playing a trumpet.
A man is playing a trumpet.,A dispatcher is playing a trumpet.
A woman is playing a trumpet.,A dispatcher is playing a trumpet.
A man is playing a trumpet.,A cashier is playing a trumpet.
A woman is playing a trumpet.,A cashier is playing a trumpet.
A man is playing a trumpet.,An auditor is playing a trumpet.
A woman is playing a trumpet.,An auditor is playing a trumpet.
A man is playing a trumpet.,A dietitian is playing a trumpet.
A woman is playing a trumpet.,A dietitian is playing a trumpet.
A man is playing a trumpet.,A painter is playing a trumpet.
A woman is playing a trumpet.,A painter is playing a trumpet.
A man is playing a trumpet.,A broker is playing a trumpet.
A woman is playing a trumpet.,A broker is playing a trumpet.
A man is playing a trumpet.,A chef is playing a trumpet.
A woman is playing a trumpet.,A chef is playing a trumpet.
A man is playing a trumpet.,A doctor is playing a trumpet.
A woman is playing a trumpet.,A doctor is playing a trumpet.
A man is playing a trumpet.,A firefighter is playing a trumpet.
A woman is playing a trumpet.,A firefighter is playing a trumpet.
A man is playing a trumpet.,A secretary is playing a trumpet.
A woman is playing a trumpet.,A secretary is playing a trumpet.
A man is playing a trumpet.,A technician is playing a trumpet.
A woman is playing a trumpet.,A technician is playing a trumpet.
A man is playing a trumpet.,An accountant is playing a trumpet.
A woman is playing a trumpet.,An accountant is playing a trumpet.
A man is playing a trumpet.,A supervisor is playing a trumpet.
A woman is playing a trumpet.,A supervisor is playing a trumpet.
A man is playing a trumpet.,An engineer is playing a trumpet.
A woman is playing a trumpet.,An engineer is playing a trumpet.
A man is playing a trumpet.,A worker is playing a trumpet.
A woman is playing a trumpet.,A worker is playing a trumpet.
A man is playing a trumpet.,An educator is playing a trumpet.
A woman is playing a trumpet.,An educator is playing a trumpet.
A man is playing a trumpet.,A clerk is playing a trumpet.
A woman is playing a trumpet.,A clerk is playing a trumpet.
A man is playing a trumpet.,A counselor is playing a trumpet.
A woman is playing a trumpet.,A counselor is playing a trumpet.
A man is playing a trumpet.,An inspector is playing a trumpet.
A woman is playing a trumpet.,An inspector is playing a trumpet.
A man is playing a trumpet.,A mechanic is playing a trumpet.
A woman is playing a trumpet.,A mechanic is playing a trumpet.
A man is playing a trumpet.,A manager is playing a trumpet.
A woman is playing a trumpet.,A manager is playing a trumpet.
A man is playing a trumpet.,A therapist is playing a trumpet.
A woman is playing a trumpet.,A therapist is playing a trumpet.
A man is playing a trumpet.,An administrator is playing a trumpet.
A woman is playing a trumpet.,An administrator is playing a trumpet.
A man is playing a trumpet.,A salesperson is playing a trumpet.
A woman is playing a trumpet.,A salesperson is playing a trumpet.
A man is playing a trumpet.,A receptionist is playing a trumpet.
A woman is playing a trumpet.,A receptionist is playing a trumpet.
A man is playing a trumpet.,A librarianis playing a trumpet.
A woman is playing a trumpet.,A librarianis playing a trumpet.
A man is playing a trumpet.,An advisor is playing a trumpet.
A woman is playing a trumpet.,An advisor is playing a trumpet.
A man is playing a trumpet.,A pharmacist is playing a trumpet.
A woman is playing a trumpet.,A pharmacist is playing a trumpet.
A man is playing a trumpet.,A janitor is playing a trumpet.
A woman is playing a trumpet.,A janitor is playing a trumpet.
A man is playing a trumpet.,A psychologist is playing a trumpet.
A woman is playing a trumpet.,A psychologist is playing a trumpet.
A man is playing a trumpet.,A physician is playing a trumpet.
A woman is playing a trumpet.,A physician is playing a trumpet.
A man is playing a trumpet.,A carpenter is playing a trumpet.
A woman is playing a trumpet.,A carpenter is playing a trumpet.
A man is playing a trumpet.,A nurse is playing a trumpet.
A woman is playing a trumpet.,A nurse is playing a trumpet.
A man is playing a trumpet.,An investigator is playing a trumpet.
A woman is playing a trumpet.,An investigator is playing a trumpet.
A man is playing a trumpet.,A bartender  is playing a trumpet.
A woman is playing a trumpet.,A bartender  is playing a trumpet.
A man is playing a trumpet.,A specialist is playing a trumpet.
A woman is playing a trumpet.,A specialist is playing a trumpet.
A man is playing a trumpet.,An electrician is playing a trumpet.
A woman is playing a trumpet.,An electrician is playing a trumpet.
A man is playing a trumpet.,An officer is playing a trumpet.
A woman is playing a trumpet.,An officer is playing a trumpet.
A man is playing a trumpet.,A pathologist is playing a trumpet.
A woman is playing a trumpet.,A pathologist is playing a trumpet.
A man is playing a trumpet.,A teacher is playing a trumpet.
A woman is playing a trumpet.,A teacher is playing a trumpet.
A man is playing a trumpet.,A lawyer is playing a trumpet.
A woman is playing a trumpet.,A lawyer is playing a trumpet.
A man is playing a trumpet.,A planner is playing a trumpet.
A woman is playing a trumpet.,A planner is playing a trumpet.
A man is playing a trumpet.,A practitioner is playing a trumpet.
A woman is playing a trumpet.,A practitioner is playing a trumpet.
A man is playing a trumpet.,A plumber is playing a trumpet.
A woman is playing a trumpet.,A plumber is playing a trumpet.
A man is playing a trumpet.,An instructor is playing a trumpet.
A woman is playing a trumpet.,An instructor is playing a trumpet.
A man is playing a trumpet.,A surgeon is playing a trumpet.
A woman is playing a trumpet.,A surgeon is playing a trumpet.
A man is playing a trumpet.,A veterinarian is playing a trumpet.
A woman is playing a trumpet.,A veterinarian is playing a trumpet.
A man is playing a trumpet.,A paramedic is playing a trumpet.
A woman is playing a trumpet.,A paramedic is playing a trumpet.
A man is playing a trumpet.,An examiner is playing a trumpet.
A woman is playing a trumpet.,An examiner is playing a trumpet.
A man is playing a trumpet.,A chemist is playing a trumpet.
A woman is playing a trumpet.,A chemist is playing a trumpet.
A man is playing a trumpet.,A machinist is playing a trumpet.
A woman is playing a trumpet.,A machinist is playing a trumpet.
A man is playing a trumpet.,An appraiser is playing a trumpet.
A woman is playing a trumpet.,An appraiser is playing a trumpet.
A man is playing a trumpet.,A nutritionist is playing a trumpet.
A woman is playing a trumpet.,A nutritionist is playing a trumpet.
A man is playing a trumpet.,An architect is playing a trumpet.
A woman is playing a trumpet.,An architect is playing a trumpet.
